Water Pump ID,Water Source Type,Water Quality,Distance to Nearest Town,Population Served,Installation Year,Funder,Payment Type,Water Pump Age,Pump Type,GPS Coordinates,Functioning Status
WP2939,['Lake'],['Contaminated'],[14],,2015,['World Bank'],['Pay per use'],9,['Motorized Pump'],"(-18.69444151365918, 28.434846790141876)",['Functioning']
WP2940,['Lake'],['Contaminated'],[44],[16000],1996,['Red Cross'],,28,['Hand Pump'],"(-23.880609578523977, 26.036397463342407)",['Functioning']
WP2941,['Lake'],['Contaminated'],[17],[9000],2004,,['Pay per use'],20,['Solar Pump'],"(-23.743715973340922, 20.25649449558595)",['Functioning']
WP2942,['Well'],,[9],[13000],2002,['World Bank'],['Pay per use'],22,['Motorized Pump'],"(-22.909597264748463, 25.23769650464188)",['Not Functioning']
WP2943,['Lake'],['Contaminated'],[31],,1993,['World Bank'],['Free'],,['Motorized Pump'],"(-23.505610239695145, 22.51839574172279)",['Functioning']
WP2944,,['Clean'],[37],[13000],1993,['World Bank'],['Free'],31,['Solar Pump'],"(-21.528252422030217, 22.051535497213457)",['Not Functioning']
,['Borehole'],['Clean'],[34],[9000],1999,['Red Cross'],['Pay per use'],25,['Motorized Pump'],"(-23.237869183684985, 26.01647823155464)",['Functioning']
WP2946,,['Clean'],[12],[13000],2012,['Red Cross'],['Free'],12,['Motorized Pump'],"(-19.65184127874786, 26.303236009275796)",
,,['Contaminated'],[33],[16000],2015,['Oxfam'],['Pay per use'],9,['Motorized Pump'],"(-23.437688587413316, 20.146967260875755)",['Not Functioning']
WP2948,['Lake'],['Contaminated'],[13],[13000],1996,['USAID'],['Pay per use'],28,,,['Not Functioning']
WP2949,,['Contaminated'],[30],[15000],1993,['USAID'],['Pay per use'],31,['Motorized Pump'],"(-18.32307668005452, 28.686969881795424)",['Functioning']
WP2950,['Lake'],['Contaminated'],[35],[12000],2017,['Red Cross'],['Pay per use'],7,['Motorized Pump'],"(-23.318392908768494, 20.887906521325604)",['Not Functioning']
WP2951,['River'],['Contaminated'],,,2004,['World Bank'],['Pay per use'],,['Motorized Pump'],"(-20.334825399043893, 26.181121008950957)",['Functioning']
WP2952,['Lake'],['Contaminated'],[48],,1993,['USAID'],['Free'],31,['Motorized Pump'],"(-21.890850537533503, 19.814240115528694)",['Functioning']
WP2953,['Well'],['Contaminated'],[33],[15000],2019,['USAID'],['Free'],5,['Motorized Pump'],"(-17.511051074381314, 27.975658754505524)",['Functioning']
WP2954,['Well'],['Contaminated'],[61],,2015,['World Bank'],['Free'],9,['Motorized Pump'],"(-18.609302490020006, 27.762220920601926)",['Not Functioning']
WP2955,['Borehole'],,,[9000],2009,['USAID'],,15,['Motorized Pump'],"(-22.366975290203996, 21.531351627545355)",
WP2956,['Well'],['Clean'],[23],,2013,['USAID'],['Free'],11,,"(-21.367894861375667, 26.57573231362988)",
WP2957,['Well'],['Contaminated'],[25],[12000],2017,['Red Cross'],['Pay per use'],7,['Motorized Pump'],"(-22.592065883626425, 21.254780661697335)",['Not Functioning']
WP2958,['Lake'],['Contaminated'],[17],[12000],2020,,['Pay per use'],4,['Solar Pump'],,['Functioning']
,['Lake'],['Contaminated'],[48],,2006,['Red Cross'],['Free'],18,['Motorized Pump'],"(-19.88605646565417, 24.842432698229082)",['Functioning']
WP2960,['Lake'],['Contaminated'],[62],[14000],2006,['USAID'],['Free'],18,['Motorized Pump'],"(-21.62792030625369, 22.071198953745622)",['Functioning']
,['Lake'],['Contaminated'],[39],[17000],2014,,,10,['Motorized Pump'],"(-23.384077806059224, 21.94208167803423)",['Functioning']
WP2962,['Lake'],['Contaminated'],[38],,1997,['USAID'],,,['Solar Pump'],"(-18.639446458074726, 24.047720486438177)",['Functioning']
WP2963,['Lake'],['Contaminated'],[22],[9000],2008,['World Bank'],['Pay per use'],16,['Motorized Pump'],"(-19.957330132012725, 26.635251524931657)",['Functioning']
WP2964,['Well'],['Contaminated'],[62],[11000],2000,['USAID'],['Pay per use'],24,,"(-18.092992416245647, 26.285993958901194)",['Functioning']
WP2965,['Lake'],['Contaminated'],[39],[9000],,['Oxfam'],['Free'],23,['Motorized Pump'],"(-21.68361019719985, 21.157204458811616)",['Functioning']
WP2966,['Lake'],['Contaminated'],[40],[13000],2020,['World Bank'],['Free'],4,['Solar Pump'],"(-19.093052617833827, 27.712222100219954)",['Functioning']
WP2967,['River'],['Contaminated'],[55],[14000],1995,['USAID'],['Pay per use'],29,,"(-19.319311921895114, 26.988414139864627)",['Not Functioning']
WP2968,['Lake'],['Contaminated'],,[11000],1990,,['Free'],34,['Hand Pump'],"(-19.760325606345504, 28.787249732624137)",['Not Functioning']
WP2969,['Well'],['Clean'],[36],[10000],2009,['Oxfam'],['Pay per use'],15,['Motorized Pump'],,['Functioning']
WP2970,['Borehole'],['Contaminated'],[7],,2007,['Oxfam'],['Pay per use'],17,['Motorized Pump'],"(-23.297102315689976, 22.572285350759536)",['Functioning']
,['Lake'],,[13],[13000],2000,['Red Cross'],['Pay per use'],24,['Motorized Pump'],"(-23.687922374581124, 22.37216982907031)",['Functioning']
WP2972,['Lake'],['Contaminated'],[57],[10000],1993,['World Bank'],['Pay per use'],31,['Motorized Pump'],"(-18.817269685781955, 24.899387931750777)",['Not Functioning']
WP2973,['Lake'],['Clean'],[43],[16000],2007,['USAID'],['Free'],17,['Motorized Pump'],"(-18.173525807243468, 22.177557560815327)",['Functioning']
WP2974,['River'],['Contaminated'],[51],[19000],2019,['UNICEF'],['Pay per use'],5,['Motorized Pump'],"(-21.01362728421502, 21.63444101409139)",['Functioning']
WP2975,['Lake'],['Contaminated'],,[18000],1992,['Red Cross'],['Pay per use'],32,['Hand Pump'],"(-18.864055859138233, 27.70950321463959)",['Functioning']
WP2976,['Well'],['Contaminated'],[58],[12000],2013,['Oxfam'],['Pay per use'],11,['Motorized Pump'],"(-22.389314508045445, 24.093974530882498)",['Functioning']
WP2977,['Borehole'],['Contaminated'],[38],[12000],1990,['Red Cross'],['Pay per use'],34,['Motorized Pump'],"(-18.429602379220576, 24.376621523187953)",['Not Functioning']
WP2978,,['Contaminated'],[47],[15000],2014,['USAID'],['Free'],10,['Motorized Pump'],"(-21.742406754555965, 20.220556090422782)",['Functioning']
WP2979,['Lake'],['Clean'],[15],[16000],2007,['USAID'],['Pay per use'],17,['Motorized Pump'],"(-21.272786411287466, 25.42338262013491)",['Functioning']
WP2980,['Lake'],['Contaminated'],[43],[13000],2001,,['Pay per use'],23,['Motorized Pump'],"(-21.522561733875154, 24.12477794501158)",
WP2981,['Lake'],['Contaminated'],[27],[16000],2004,['USAID'],['Pay per use'],,['Motorized Pump'],"(-20.306036545079902, 24.7079722876912)",['Not Functioning']
,['Well'],['Clean'],[20],[12000],2001,['USAID'],['Free'],23,['Motorized Pump'],"(-18.710291569350854, 24.375518235707535)",['Functioning']
,['Lake'],['Contaminated'],,,,['World Bank'],['Pay per use'],17,['Motorized Pump'],"(-20.812894708780707, 19.729712706041727)",['Functioning']
WP2984,['Lake'],['Clean'],[39],[12000],2003,['USAID'],['Pay per use'],21,['Motorized Pump'],"(-22.270598805665802, 19.385047816368974)",['Not Functioning']
WP2985,['Well'],['Clean'],[22],[18000],2019,['USAID'],,5,['Solar Pump'],,['Functioning']
WP2986,['Lake'],['Contaminated'],[46],,2008,,['Pay per use'],16,['Motorized Pump'],"(-20.850539920643527, 23.220474696320096)",['Functioning']
WP2987,['Lake'],['Contaminated'],[52],[14000],2013,['USAID'],['Pay per use'],11,['Solar Pump'],"(-19.329022397293613, 24.763862339063333)",['Not Functioning']
WP2988,['Lake'],['Contaminated'],[31],[10000],2011,['Red Cross'],['Pay per use'],13,['Solar Pump'],"(-18.80117032448259, 24.347683187545577)",['Functioning']
WP2989,['Lake'],['Clean'],[15],[18000],2001,,['Pay per use'],23,['Solar Pump'],"(-21.997585153223117, 22.17353739905984)",['Functioning']
WP2990,['Lake'],,[11],[10000],2005,['Red Cross'],['Free'],19,['Motorized Pump'],"(-20.242103947568566, 26.108930484956716)",['Functioning']
WP2991,['Lake'],['Clean'],[28],[13000],2014,['World Bank'],['Pay per use'],10,['Motorized Pump'],"(-18.36062748200295, 24.974298688258607)",['Functioning']
WP2992,['Well'],['Clean'],[49],[7000],2013,['Red Cross'],['Pay per use'],11,['Motorized Pump'],"(-19.696680186663915, 28.10304755701641)",['Functioning']
WP2993,['Lake'],['Contaminated'],[39],[14000],,['UNICEF'],['Free'],28,['Motorized Pump'],"(-23.068105661348167, 21.87585131475777)",['Functioning']
WP2994,,['Clean'],[50],[18000],2015,['USAID'],['Free'],9,['Motorized Pump'],"(-19.30272480675961, 25.63866265845297)",['Not Functioning']
WP2995,['Well'],['Contaminated'],[13],,2000,['UNICEF'],['Free'],24,['Motorized Pump'],"(-23.53074042301218, 22.20885222650213)",['Not Functioning']
WP2996,['Lake'],['Clean'],[48],[10000],1990,['World Bank'],['Pay per use'],34,['Motorized Pump'],"(-19.577004401281588, 25.324719852278108)",['Functioning']
WP2997,,['Contaminated'],[28],[9000],2012,['Oxfam'],['Pay per use'],12,,"(-21.944174804780523, 25.5783382392193)",['Functioning']
WP2998,,['Contaminated'],[36],[12000],2018,['World Bank'],['Pay per use'],6,['Motorized Pump'],"(-19.57040099717782, 19.057480912796144)",['Functioning']
WP2999,['Lake'],['Contaminated'],[11],,2010,['Red Cross'],['Pay per use'],14,['Motorized Pump'],,['Functioning']
WP3000,['River'],['Contaminated'],,[12000],2014,['UNICEF'],['Free'],10,['Motorized Pump'],"(-20.426466695664786, 24.430693433293854)",['Functioning']
WP3001,['Lake'],,[20],[18000],1999,['Oxfam'],['Pay per use'],25,['Hand Pump'],"(-23.161558437975994, 23.82362806949969)",['Functioning']
WP3002,['Lake'],['Contaminated'],[42],[14000],2008,['UNICEF'],['Pay per use'],16,['Motorized Pump'],"(-23.805038553025156, 22.271503873695348)",
WP3003,['Lake'],['Contaminated'],[38],[15000],1998,['Red Cross'],['Pay per use'],26,['Motorized Pump'],"(-21.3977946616766, 24.94091296520063)",
WP3004,['Borehole'],['Contaminated'],[19],[8000],2017,,['Free'],,['Motorized Pump'],"(-17.623105357587118, 27.459464386428337)",['Functioning']
WP3005,['Well'],,[55],,2000,['USAID'],['Pay per use'],24,,"(-18.94821226806582, 28.94908542357953)",['Functioning']
,['Lake'],,[50],[9000],2000,['USAID'],['Pay per use'],24,['Motorized Pump'],"(-20.52533288732879, 24.825084558917197)",['Not Functioning']
WP3007,['Borehole'],['Contaminated'],[39],[9000],2017,['UNICEF'],['Pay per use'],7,['Motorized Pump'],"(-18.954668566932234, 26.569154417038586)",['Functioning']
WP3008,,['Contaminated'],[56],[13000],2008,['Red Cross'],['Pay per use'],16,['Motorized Pump'],"(-23.011481805170888, 20.18700587411222)",['Functioning']
WP3009,['Lake'],,[43],,2009,['Red Cross'],['Pay per use'],15,['Motorized Pump'],"(-21.93946874478193, 22.941604788661383)",['Not Functioning']
WP3010,['Lake'],['Contaminated'],[46],,2000,['Red Cross'],['Pay per use'],24,['Motorized Pump'],"(-23.670499528065935, 23.10832228038484)",['Functioning']
WP3011,['Well'],['Clean'],[48],[15000],2016,['World Bank'],['Free'],8,['Motorized Pump'],"(-21.143836335792088, 21.577778025930897)",['Functioning']
WP3012,['Lake'],,[40],[13000],,['USAID'],['Pay per use'],27,,"(-23.912521891594547, 24.04965813953188)",['Not Functioning']
WP3013,['Borehole'],['Contaminated'],[47],[13000],2015,['World Bank'],,9,['Motorized Pump'],"(-22.13389386004461, 19.02472058782938)",
WP3014,['Borehole'],['Contaminated'],[29],[10000],2012,['Red Cross'],['Free'],12,['Motorized Pump'],"(-18.891641752214394, 24.09326919131794)",['Functioning']
WP3015,['Lake'],['Contaminated'],[36],[11000],2011,['USAID'],['Free'],13,['Hand Pump'],"(-23.917790246861987, 27.032434003994943)",['Functioning']
WP3016,['Well'],['Contaminated'],[19],[13000],1999,['Oxfam'],['Pay per use'],25,['Motorized Pump'],"(-20.17075010945231, 27.47381152662168)",['Functioning']
WP3017,['Well'],['Clean'],[60],[13000],1990,['World Bank'],['Free'],34,['Motorized Pump'],"(-21.424092733730138, 27.87713191730689)",['Functioning']
WP3018,['Borehole'],['Contaminated'],,[11000],2018,['USAID'],['Free'],6,['Solar Pump'],,['Functioning']
WP3019,['Lake'],['Clean'],[34],[10000],2017,['Red Cross'],['Pay per use'],7,['Motorized Pump'],"(-23.36756066393241, 25.638549695426605)",['Not Functioning']
WP3020,['Lake'],['Contaminated'],,[17000],2013,['Red Cross'],,11,['Motorized Pump'],"(-21.538214869525664, 20.087844517814624)",['Functioning']
WP3021,['Lake'],['Contaminated'],[17],[13000],2004,['Red Cross'],['Pay per use'],,,"(-18.21663357439309, 24.05572998459662)",['Functioning']
WP3022,['Borehole'],['Contaminated'],[44],[15000],2004,['World Bank'],['Pay per use'],20,['Motorized Pump'],,['Functioning']
WP3023,['Lake'],['Contaminated'],[31],[14000],2020,['World Bank'],['Free'],4,['Motorized Pump'],,['Functioning']
WP3024,,['Contaminated'],[47],[12000],2017,['Red Cross'],['Pay per use'],,,"(-23.823172184720224, 27.110759818135513)",['Functioning']
WP3025,['Well'],['Contaminated'],[39],[13000],1990,['Red Cross'],['Pay per use'],,['Motorized Pump'],"(-23.03423288565745, 21.930708036085846)",['Not Functioning']
WP3026,['Borehole'],['Contaminated'],[59],[16000],1990,['World Bank'],['Pay per use'],34,['Motorized Pump'],"(-19.000095301073493, 25.04699981568034)",['Functioning']
WP3027,,['Clean'],[46],,1991,,['Free'],33,['Motorized Pump'],"(-19.655215536753353, 26.798185273664405)",['Not Functioning']
WP3028,['Lake'],['Contaminated'],[41],[10000],2017,['World Bank'],['Pay per use'],7,['Solar Pump'],"(-19.8816060674339, 26.919032601909816)",['Functioning']
WP3029,['Lake'],['Clean'],[48],[17000],2014,['USAID'],['Free'],10,,"(-18.840427219855343, 24.803789157836057)",
WP3030,['Well'],['Contaminated'],[24],[16000],2003,['Oxfam'],['Free'],21,['Motorized Pump'],"(-20.908286439489522, 20.181504650534777)",['Not Functioning']
WP3031,,['Contaminated'],[40],[14000],2003,['USAID'],['Pay per use'],21,['Motorized Pump'],"(-22.737995855988288, 26.557870357463237)",['Functioning']
WP3032,['Borehole'],['Contaminated'],[64],,2009,['Red Cross'],,15,['Motorized Pump'],,
WP3033,['Lake'],['Clean'],[55],[16000],1994,['Oxfam'],['Pay per use'],30,['Hand Pump'],"(-20.08574665674115, 26.10020836512033)",['Functioning']
WP3034,['Borehole'],['Contaminated'],[50],[11000],2002,['World Bank'],['Pay per use'],22,['Motorized Pump'],"(-22.91014377517631, 25.76941067818735)",
WP3035,['Lake'],['Contaminated'],[17],[14000],1991,['Oxfam'],['Free'],33,['Motorized Pump'],"(-21.99942132188617, 25.30790077986568)",['Functioning']
WP3036,['Borehole'],['Contaminated'],,[9000],2004,['UNICEF'],['Free'],20,['Solar Pump'],,['Functioning']
WP3037,['Well'],['Contaminated'],[46],[16000],1999,['Oxfam'],['Pay per use'],,['Motorized Pump'],"(-23.9940494227466, 21.177316414071417)",['Not Functioning']
WP3038,['River'],['Contaminated'],[36],[15000],2003,['World Bank'],['Pay per use'],21,['Motorized Pump'],"(-22.003287850641623, 25.442444942311948)",['Not Functioning']
WP3039,,['Clean'],[15],[13000],2004,['Oxfam'],['Pay per use'],20,['Motorized Pump'],"(-22.891250568181697, 26.32078575181911)",['Functioning']
WP3040,['Lake'],,[50],[15000],2011,['USAID'],['Pay per use'],13,['Motorized Pump'],"(-23.876055435658063, 23.58140069477734)",['Not Functioning']
WP3041,['Lake'],['Contaminated'],[45],[11000],2001,,['Pay per use'],23,['Motorized Pump'],"(-18.628286437869654, 26.629334378069338)",['Not Functioning']
WP3042,,['Contaminated'],[8],,1991,['Oxfam'],['Free'],,['Motorized Pump'],"(-22.482943196795947, 22.85633784521307)",['Functioning']
WP3043,['Lake'],['Contaminated'],[46],[6000],1999,,['Free'],25,['Motorized Pump'],"(-21.031314558318268, 26.10171800013706)",['Functioning']
,['Well'],['Clean'],[30],[9000],,['UNICEF'],['Pay per use'],25,['Solar Pump'],"(-18.850291986130138, 22.84663389236288)",['Functioning']
WP3045,['River'],['Clean'],[35],[10000],2013,['World Bank'],['Pay per use'],11,,"(-21.753817814981097, 26.754823711059046)",['Functioning']
WP3046,['Lake'],['Contaminated'],[25],[15000],1997,['World Bank'],['Pay per use'],27,['Motorized Pump'],"(-23.05267437930567, 20.67941108045965)",['Functioning']
WP3047,['Well'],['Clean'],[63],,2006,['UNICEF'],['Free'],18,['Hand Pump'],"(-23.163294270411498, 25.76148754035011)",['Functioning']
WP3048,['Borehole'],,[45],[12000],2013,['Oxfam'],['Free'],11,['Motorized Pump'],"(-18.25357466877924, 24.322451303234363)",['Not Functioning']
WP3049,['Well'],['Contaminated'],[37],[18000],2006,['Oxfam'],['Free'],18,['Motorized Pump'],"(-17.877316821275656, 26.487699595891545)",
WP3050,,['Contaminated'],[45],[13000],1993,['USAID'],['Pay per use'],31,['Solar Pump'],"(-21.237657329220948, 21.657511835866188)",['Functioning']
WP3051,['Lake'],['Contaminated'],[31],[15000],2004,['World Bank'],['Pay per use'],20,['Motorized Pump'],"(-21.594725178945843, 26.408538932957917)",['Functioning']
WP3052,['Lake'],['Contaminated'],,,2019,['World Bank'],['Free'],5,['Hand Pump'],"(-20.65985054410998, 23.0499305403766)",['Functioning']
WP3053,['Lake'],['Contaminated'],[14],[8000],2018,['World Bank'],['Free'],6,['Motorized Pump'],"(-23.554598206871994, 21.718416405464634)",['Functioning']
WP3054,,['Contaminated'],[46],[18000],1990,['World Bank'],['Pay per use'],34,['Motorized Pump'],"(-22.320441372799074, 21.66484544815133)",['Functioning']
,['Lake'],['Contaminated'],[27],[15000],2008,['Red Cross'],['Pay per use'],,,"(-21.233682847556707, 21.29598536525891)",['Not Functioning']
WP3056,['Lake'],['Contaminated'],[18],,2018,['USAID'],['Pay per use'],6,['Motorized Pump'],"(-20.73995102762767, 19.84554121006669)",['Functioning']
WP3057,['Lake'],['Contaminated'],[28],[15000],2019,['Red Cross'],,5,['Motorized Pump'],"(-20.598053989115247, 23.728976137321638)",['Functioning']
WP3058,['Borehole'],['Clean'],[14],[13000],2001,['USAID'],['Pay per use'],23,['Hand Pump'],"(-18.88419140927309, 25.237006618547454)",['Functioning']
WP3059,['Well'],['Contaminated'],[24],[14000],1990,['World Bank'],,34,['Motorized Pump'],"(-23.430166116973467, 25.158712573385838)",['Functioning']
WP3060,['Lake'],['Contaminated'],[51],[10000],2015,['Red Cross'],,9,['Motorized Pump'],"(-20.44125055131861, 25.290198787936017)",['Functioning']
WP3061,['Borehole'],['Clean'],[39],[10000],2010,['Red Cross'],['Pay per use'],14,['Motorized Pump'],,['Functioning']
WP3062,['Lake'],['Clean'],[31],[8000],2020,['USAID'],['Pay per use'],4,['Motorized Pump'],"(-21.498403872915897, 22.107477955540865)",['Functioning']
WP3063,['Lake'],['Contaminated'],[35],,,['Red Cross'],['Free'],34,['Motorized Pump'],"(-18.662840731643218, 26.5980670167204)",['Functioning']
WP3064,['Lake'],['Contaminated'],[13],[10000],1993,['World Bank'],['Free'],31,['Motorized Pump'],"(-20.91906545221913, 24.672563612499715)",['Functioning']
WP3065,['Lake'],,[12],[13000],2012,['Red Cross'],['Pay per use'],12,['Motorized Pump'],,
WP3066,['Well'],['Contaminated'],[43],,1990,['Red Cross'],['Pay per use'],34,['Motorized Pump'],"(-22.65432630716525, 26.362654447224266)",['Not Functioning']
WP3067,['Well'],['Contaminated'],,[16000],2018,['Red Cross'],['Pay per use'],6,['Hand Pump'],"(-19.94892218096756, 27.68255940298833)",
WP3068,['Well'],['Contaminated'],[44],[12000],1999,['Oxfam'],['Pay per use'],25,['Motorized Pump'],"(-21.259764896507377, 21.22391607483297)",['Functioning']
,,['Clean'],[46],[21000],2003,['USAID'],['Pay per use'],,['Motorized Pump'],"(-18.793705619565035, 27.136095597203607)",
WP3070,['Well'],,[57],[16000],2011,['USAID'],,13,,"(-20.775118439599648, 22.29847462901219)",['Not Functioning']
WP3071,['Lake'],['Contaminated'],[41],,1993,['USAID'],['Pay per use'],31,['Motorized Pump'],"(-19.11826046479296, 26.824285197366024)",['Functioning']
WP3072,['Lake'],['Contaminated'],[36],,1990,['Red Cross'],['Pay per use'],34,['Motorized Pump'],,['Functioning']
WP3073,['Lake'],['Contaminated'],,[14000],2007,['World Bank'],['Pay per use'],17,['Hand Pump'],"(-19.304502696890708, 28.48987781836265)",['Functioning']
WP3074,['Lake'],['Contaminated'],[47],[11000],2002,,['Free'],22,['Solar Pump'],"(-22.63374830281791, 22.864052505274813)",['Not Functioning']
WP3075,['Well'],['Clean'],,[16000],2019,['Red Cross'],['Free'],5,['Motorized Pump'],"(-18.406612987899614, 24.659045356794046)",['Functioning']
WP3076,['Lake'],['Contaminated'],[27],[9000],1992,['USAID'],['Pay per use'],32,['Motorized Pump'],"(-18.74102681610111, 25.777278065452837)",['Functioning']
WP3077,['River'],['Contaminated'],[19],,,['World Bank'],,22,['Motorized Pump'],"(-18.93647910551906, 26.249471983027213)",['Functioning']
WP3078,['Borehole'],['Contaminated'],[25],,1990,['World Bank'],['Pay per use'],34,['Motorized Pump'],"(-21.96039832368278, 20.519894388470405)",['Functioning']
WP3079,['Lake'],['Contaminated'],[24],[13000],,['Red Cross'],['Free'],14,['Motorized Pump'],"(-23.1617094170752, 25.176808439556687)",['Not Functioning']
WP3080,['Lake'],['Contaminated'],[43],[16000],2009,['World Bank'],['Pay per use'],15,['Hand Pump'],"(-22.631493186712877, 19.70464801768036)",['Functioning']
WP3081,['Well'],['Contaminated'],[47],[22000],2017,['USAID'],['Pay per use'],7,['Motorized Pump'],"(-19.69801298191237, 25.153796630655812)",['Functioning']
,['Lake'],['Contaminated'],[58],[13000],2011,['USAID'],['Free'],,['Motorized Pump'],"(-20.567326992271425, 25.51397305718928)",['Not Functioning']
WP3083,['Borehole'],['Contaminated'],[13],[8000],,['USAID'],['Pay per use'],9,['Motorized Pump'],"(-21.169109740485677, 24.68043212515895)",['Functioning']
WP3084,['Well'],['Clean'],[40],[15000],2014,['World Bank'],['Free'],10,['Motorized Pump'],"(-22.118159552942966, 24.620945816354322)",['Functioning']
,['River'],['Clean'],[66],[12000],1992,,['Pay per use'],32,['Motorized Pump'],,['Functioning']
WP3086,['Borehole'],['Clean'],[41],[18000],2009,['Oxfam'],['Free'],15,['Motorized Pump'],"(-19.702860728215263, 26.691579818099992)",['Not Functioning']
WP3087,['Borehole'],['Contaminated'],[20],[12000],2002,['USAID'],['Pay per use'],22,['Motorized Pump'],"(-19.373459823650713, 25.545660539753783)",['Not Functioning']
WP3088,['Well'],['Contaminated'],[17],,1994,['Red Cross'],['Pay per use'],,['Motorized Pump'],,
,['Lake'],['Clean'],[43],,2010,['Oxfam'],['Pay per use'],14,['Motorized Pump'],,['Not Functioning']
WP3090,['Lake'],['Clean'],[33],[9000],2006,['USAID'],,18,['Solar Pump'],"(-23.399391693129083, 25.728943373175177)",
WP3091,['Lake'],['Contaminated'],[13],[17000],,['Oxfam'],['Pay per use'],33,['Solar Pump'],"(-18.411716050055144, 26.564438228801343)",['Not Functioning']
WP3092,['Lake'],['Contaminated'],[18],[12000],2009,['USAID'],['Pay per use'],,['Motorized Pump'],"(-19.316388396806364, 27.136743810573712)",['Functioning']
WP3093,['River'],['Contaminated'],[35],[11000],,['USAID'],['Free'],18,['Motorized Pump'],"(-20.742905175617373, 20.6156227769916)",['Functioning']
WP3094,['Lake'],['Contaminated'],[16],[14000],,['Red Cross'],,27,['Motorized Pump'],"(-20.877381883785883, 26.799818587178503)",['Not Functioning']
WP3095,['Well'],['Contaminated'],[34],,2011,['World Bank'],['Pay per use'],13,['Motorized Pump'],"(-19.18702250739357, 27.52149231438932)",['Functioning']
,['Lake'],['Clean'],[30],[15000],2008,,['Pay per use'],16,['Motorized Pump'],"(-19.31752482986875, 25.10312503783711)",['Not Functioning']
WP3097,['Lake'],['Contaminated'],[54],,1998,['USAID'],['Pay per use'],,,"(-22.73099042278376, 21.467140036797808)",
WP3098,['Borehole'],['Clean'],,[14000],,,['Pay per use'],5,['Hand Pump'],"(-21.63899867876454, 21.361746043829733)",['Functioning']
WP3099,['Lake'],['Contaminated'],[22],,1995,['Red Cross'],['Pay per use'],29,['Motorized Pump'],"(-20.918434454212363, 27.246869634111924)",
WP3100,['Lake'],['Contaminated'],[32],[12000],2019,['World Bank'],['Pay per use'],5,['Motorized Pump'],"(-18.840023379670956, 27.321097031635198)",['Functioning']
,['Lake'],['Contaminated'],[42],,1991,['USAID'],['Pay per use'],33,['Motorized Pump'],"(-22.484308712996295, 19.476134507466867)",['Functioning']
WP3102,['Well'],['Clean'],,[16000],2006,['Oxfam'],['Pay per use'],18,['Motorized Pump'],"(-23.952343271702205, 22.413326515958516)",['Functioning']
WP3103,,['Contaminated'],[36],[16000],1999,['Oxfam'],['Free'],25,['Motorized Pump'],"(-19.533907309372488, 27.06831329873427)",['Functioning']
WP3104,['Lake'],['Contaminated'],[41],,,['Oxfam'],['Pay per use'],12,['Motorized Pump'],,['Functioning']
WP3105,['River'],['Contaminated'],[26],,2004,['Red Cross'],,20,['Motorized Pump'],"(-17.65759080958102, 28.499841385680654)",['Not Functioning']
WP3106,['Lake'],['Contaminated'],[37],[9000],,['World Bank'],['Pay per use'],26,['Motorized Pump'],"(-21.21100738154802, 23.917407508461935)",['Not Functioning']
WP3107,['Lake'],['Clean'],[43],[11000],1997,['USAID'],['Pay per use'],27,,"(-18.807997304013117, 22.45316368542202)",['Functioning']
WP3108,['Well'],['Clean'],,,2006,['Oxfam'],['Pay per use'],18,['Motorized Pump'],"(-20.09657308800331, 24.86445702618918)",['Functioning']
WP3109,['Borehole'],['Contaminated'],[37],[12000],2011,['Red Cross'],['Free'],13,['Solar Pump'],"(-18.085885795951818, 26.76788269208142)",['Functioning']
WP3110,['Lake'],['Contaminated'],[14],[9000],1992,['USAID'],['Pay per use'],32,['Motorized Pump'],"(-21.369752027777327, 24.44656579233808)",['Functioning']
WP3111,['Well'],['Contaminated'],[38],[9000],2019,['World Bank'],['Pay per use'],5,,"(-20.551284696745892, 25.846976935551975)",['Functioning']
WP3112,['Lake'],['Contaminated'],[43],[12000],2018,['USAID'],['Pay per use'],6,['Motorized Pump'],"(-23.92845543385165, 22.07131726159)",['Functioning']
WP3113,['Well'],['Clean'],[44],[10000],2020,['USAID'],,4,['Motorized Pump'],"(-18.01480836105395, 26.2664175071021)",['Not Functioning']
WP3114,['Lake'],['Contaminated'],[28],[10000],1996,['USAID'],['Free'],28,['Motorized Pump'],"(-20.881142400112903, 26.343291058971328)",['Functioning']
WP3115,,['Contaminated'],[60],[17000],,['USAID'],['Pay per use'],26,['Motorized Pump'],"(-18.124113480390662, 22.40308042954009)",['Functioning']
WP3116,['Borehole'],['Contaminated'],[20],[10000],2008,['USAID'],['Pay per use'],16,['Motorized Pump'],"(-23.266995978998338, 24.245359907879955)",['Functioning']
,['Lake'],['Contaminated'],,[11000],2019,['World Bank'],['Pay per use'],,['Motorized Pump'],"(-22.03442427089021, 21.37017569725864)",['Functioning']
WP3118,['River'],['Clean'],[18],[9000],2020,['Oxfam'],['Free'],4,['Motorized Pump'],"(-21.070677543412987, 23.3438876815146)",
WP3119,['Lake'],['Contaminated'],[17],[14000],1996,['World Bank'],['Pay per use'],28,['Solar Pump'],,['Not Functioning']
,['Well'],['Contaminated'],[59],[15000],1990,['Red Cross'],['Pay per use'],34,['Hand Pump'],"(-23.9530590672264, 21.725788803324505)",['Not Functioning']
WP3121,,,[16],[9000],2001,,['Free'],23,['Motorized Pump'],"(-18.079822074911156, 28.448812806478635)",['Functioning']
